"PERS_ID","YM_in","YM_out"
513674253,201007,201605
513674923,200807,201207
513674927,200807,201207
513676691,200807,201108
513676839,200808,201401
513678123,200807,201109
513678125,200807,201609
513678203,200807,201304
513678217,200807,201402
513678237,200807,201806
513678243,200807,201410
513678253,200807,201112
513680343,200807,201603
513680345,200806,201603
513682733,200807,201112
513683997,200809,201405
513684365,200807,201311
513684427,200807,201803
513686301,200807,201303
513689601,201003,201312
513689701,201003,201312
513689749,200807,201806
513691451,200811,201112
513691697,200807,201506
513691791,200807,201203
513691979,200807,201412
513692081,200807,201206
513692303,200807,201803
513692329,200807,201405
513692337,200807,201804
513693475,200806,201406
513695551,200807,201308
513695611,200807,201209
513696197,200807,201410
513696311,200807,201409
513696461,200807,201708
513696689,200807,201806
513697225,200807,201406
513697297,201104,201406
513697333,200807,201111
513698005,200807,201111
513698115,200807,201403
513698117,200807,201403
513698181,200807,201201
513698207,200808,201112
513698525,200807,201506
513698533,200807,201601
513698547,200807,201109
513698585,200807,201211
513698587,200807,201211
513699755,200807,201507
513699761,200807,201702
513699777,200807,201405
513700115,200807,201609
513700393,200807,201609
513701411,200808,201208
513701461,200808,201108
513701515,200807,201208
513702521,200807,201202
513702897,200808,201505
513702921,200807,201609
513703077,200807,201507
513703801,200808,201408
513703935,200807,201411
513703939,200808,201310
513705583,201112,201702
513705639,200809,201510
513707145,200807,201801
513708107,200807,201404
513709009,200807,201207
513709329,200808,201112
513709335,200808,201602
513709701,200808,201603
513710095,200808,201206
513710097,200808,201206
513710193,200808,201212
513710207,200808,201602
513711255,200807,201611
513711747,200807,201203
513712089,200807,201507
513712553,200807,201311
513712555,200807,201311
513712905,200807,201809
513712907,200807,201809
513713909,200807,201709
513713951,200808,201303
513714717,200807,201604
513714963,200807,201202
513714965,200807,201202
513715427,200807,201607
513715445,200808,201303
513715617,200808,201204
513715663,200808,201605
513715723,200808,201501
513715917,200807,201604
513716131,200807,201512
513717151,200807,201601
513717593,200807,201402
513717969,200808,201612
513720115,201008,201605
513720177,200807,201508
513720597,200807,201503
513720599,200807,201503
513721385,200808,201608
513721485,200807,201709
513721607,200807,201302
513721801,200808,201412
513722045,200807,201309
513722065,200807,201309
513723201,200807,201805
513723235,200808,201606
513723247,200807,201211
513723267,200807,201307
513723313,200807,201311
513724803,200807,201310
513725353,200807,201309
513725469,200807,201307
513725985,200807,201402
513726067,200808,201201
513726591,200807,201312
513726619,200807,201310
513727327,200808,201711
513727451,200807,201312
513727901,200808,201703
513728011,200808,201212
513728035,200808,201201
513728039,200808,201507
513728073,200808,201512
513728081,200808,201303
513731125,200807,201409
513731137,200808,201512
513731145,200807,201402
513731161,201111,201803
513731165,200808,201508
513731241,200808,201407
513731253,200808,201810
513731263,200808,201209
513731377,200808,201301
513731413,200808,201301
513731461,200808,201802
513733545,200807,201505
513734555,200808,201510
513734703,200808,201201
513736091,200808,201304
513736453,200808,201305
513736495,200808,201311
513736521,200808,201612
513736579,200808,201612
513736581,200808,201612
513738463,200807,201203
513738465,200807,201203
513738837,200808,201311
513739153,200808,201205
513739303,200807,201408
513739549,200807,201309
513740003,200807,201208
513740557,200807,201212
513740625,200808,201706
513740745,200808,201701
513741013,200808,201308
513741051,200808,201201
513741081,200808,201510
513741167,200808,201511
513741285,200808,201404
513741369,200808,201202
513741695,200808,201501
513741725,200808,201311
513741991,200808,201402
513741993,200808,201402
513743181,200807,201409
513743197,200807,201407
513743277,200807,201810
513743887,200808,201409
513744017,200808,201303
513744977,201209,201803
513745043,200808,201310
513746445,200807,201604
513746447,200807,201604
513746607,200808,201201
513746733,200808,201405
513746861,200808,201410
513746867,200808,201410
513747171,200808,201308
513747269,200808,201401
513747529,200808,201109
513747537,200808,201109
513747627,200807,201601
513747697,201105,201410
513747717,200808,201402
513747723,200808,201401
513748495,200808,201309
513748497,200808,201309
513749331,200808,201504
513750523,200808,201311
513751433,200808,201110
513751473,200808,201203
513751475,200808,201203
513752153,200808,201504
513752261,200808,201504
513752821,200808,201801
513752847,200808,201601
513752849,200808,201601
513753255,200808,201208
513754607,200808,201311
513754661,200808,201402
513755153,200808,201305
513755379,200808,201606
513755689,201104,201507
513756545,200807,201603
513756547,200807,201603
513756979,200808,201606
513756981,200808,201404
513756993,200808,201204
513757009,200807,201205
513757193,200811,201202
513758333,200808,201203
513758345,200808,201202
513758349,200808,201810
513758353,200808,201409
513760145,200808,201605
513760255,200808,201201
513760583,200808,201402
513762119,201107,201412
513762611,200807,201404
513762787,200808,201112
513763867,200808,201301
513763883,200808,201712
513765295,200808,201804
513765391,200807,201802
513765507,200807,201803
513765709,200807,201407
513767139,200808,201712
513767151,200808,201511
513767153,200808,201511
513767243,200808,201308
513767491,200808,201409
513768731,200808,201702
513769261,200808,201208
513769485,200808,201605
513769489,200808,201407
513770293,200808,201503
513770387,200808,201202
513770735,200808,201704
513770813,200808,201710
513771015,201412,201802
513771231,201102,201507
513771911,200808,201310
513772167,200808,201507
513772195,200808,201112
513772379,200808,201801
513773909,200808,201310
513774133,200808,201609
513774217,200808,201504
513774451,201109,201701
513774847,200808,201508
513775141,200808,201110
513775619,200808,201702
513776031,200808,201203
513776539,200808,201108
513777133,200808,201405
513777355,200808,201711
513777377,200903,201807
513779445,200808,201405
513779601,200808,201201
513779639,200808,201302
513779723,200808,201506
513779823,200808,201809
513779863,200808,201311
513779865,200808,201311
513780503,200808,201406
513780821,200808,201212
513780823,200808,201212
513780929,200808,201108
513781739,200808,201410
513782219,200808,201706
513782221,200808,201706
513783209,200808,201402
513784463,200808,201405
513784465,200808,201405
513784667,200808,201303
513785069,200808,201203
513785093,200808,201301
513785121,200808,201610
513785813,200808,201712
513785841,200808,201405
513785843,200808,201405
513785979,200808,201712
513786059,200808,201409
513786247,200808,201203
513786541,200808,201203
513787551,200808,201502
513787971,200809,201804
513789039,200808,201109
513790163,200808,201204
513790789,200809,201407
513791323,200808,201407
513791563,201005,201802
513792093,200808,201307
513793399,200808,201403
513793401,200808,201403
513793749,200808,201401
513794591,200808,201501
513795407,200808,201109
513795927,200808,201503
513796321,200808,201208
513796383,201010,201701
513797291,200808,201508
513797405,200808,201409
513797533,200808,201406
513797651,200808,201507
513798005,200808,201502
513798167,200808,201202
513798169,200808,201202
513798175,200808,201407
513799293,200808,201408
513799299,200808,201605
513799381,200808,201710
513799487,200808,201311
513799639,200808,201603
513801323,200808,201205
513801893,200808,201110
513801907,200808,201112
513802099,200808,201409
513802517,200808,201505
513802985,200807,201311
513802999,200808,201504
513803003,200808,201508
513804231,200808,201207
513804755,200808,201203
513805303,200808,201608
513807309,200808,201211
513807315,200808,201604
513807319,200808,201402
513807457,200808,201312
513807709,200806,201302
513809471,200808,201610
513811133,200812,201206
513811427,200809,201201
513812137,200808,201210
513812233,200808,201804
513812293,200808,201501
513812369,200808,201409
513812999,200808,201403
513813007,200808,201207
513813061,200808,201407
513813181,200808,201201
513813195,200808,201602
513813639,200808,201301
513813667,200808,201301
513813923,200808,201510
513813963,200808,201603
513814389,200808,201310
513814409,200808,201404
513815321,200904,201209
513815859,200809,201412
513816863,200808,201409
513816871,200808,201409
513818085,200808,201506
513818193,200808,201504
513818307,200808,201201
513818575,200808,201310
513819029,200808,201606
513820419,200808,201311
513820557,200808,201504
513820895,200808,201611
513821019,200809,201111
513821079,200808,201511
513821135,200808,201609
513821325,200808,201704
513821425,200808,201203
513822809,200808,201201
513822873,200808,201401
513823679,200808,201607
513823743,200809,201109
513824665,200809,201201
513825591,200809,201407
513825967,200808,201208
513826025,200808,201401
513827367,200809,201312
513829477,200808,201603
513831697,200809,201112
513832495,201210,201512
513832639,200809,201309
513832907,200808,201506
513833381,200809,201403
513833667,200808,201504
513833697,200809,201306
513833703,200809,201207
513833709,200809,201509
513834815,200910,201402
513834831,200808,201503
513835025,200809,201408
513835145,200809,201306
513836359,200809,201212
513836585,200808,201406
513836699,200809,201807
513836757,200808,201411
513836801,201001,201407
513836981,200808,201202
513837017,200808,201409
513837185,200809,201403
513837993,200809,201207
513838057,200809,201503
513838265,200808,201110
513838293,200809,201407
513838361,200809,201204
513838413,200808,201701
513838415,200808,201701
513838441,200808,201111
513838657,200808,201512
513838803,200809,201412
513840375,200809,201712
513840379,200808,201712
513840939,200809,201602
513841779,200809,201206
513841849,200808,201112
513841851,200808,201112
513842299,200808,201505
513842301,200808,201505
513842357,200808,201311
513843895,200809,201603
513844191,200809,201412
513844511,200809,201608
513844815,200811,201405
513844843,200809,201608
513844867,200809,201404
513845627,200808,201203
513845629,200809,201311
513845645,200809,201202
513845693,200808,201412
513845709,200809,201202
513845723,200808,201201
513845741,200808,201507
513845751,200808,201304
513845929,200808,201201
513846231,200809,201407
513846575,200809,201501
513846811,200809,201407
513847543,200808,201406
513847647,200809,201210
513847651,200809,201210
513847861,200809,201609
513849035,200809,201503
513850529,200809,201211
513850543,200809,201510
513850905,200809,201203
513850913,200809,201710
513851063,200808,201511
513851139,200809,201204
513852315,200809,201505
513852385,200808,201403
513852431,200809,201311
513852477,200809,201308
513852479,200809,201308
513852527,200809,201112
513852609,200808,201310
513852679,200808,201401
513852799,200809,201405
513852801,200809,201706
513852849,200809,201205
513852881,200809,201205
513853027,200808,201412
513853151,200809,201603
513855705,200809,201807
513855825,200809,201603
513856849,200809,201601
513857001,200809,201401
513857113,200809,201211
513857117,200809,201410
513857133,200809,201708
513857141,200809,201403
513857177,200808,201501
513857279,200809,201610
513859887,200808,201301
513859979,200809,201805
513860031,200808,201307
513862713,201008,201612
513862869,200809,201209
513863273,200809,201311
513864483,200809,201312
513864607,200809,201403
513864633,200809,201501
513864693,200809,201510
513864891,200809,201407
513866127,200809,201201
513867037,200808,201506
513867395,200809,201212
513868601,200809,201309
513868849,200809,201405
513869241,200809,201502
513869355,200809,201303
513869557,200809,201508
513869939,200809,201501
513871477,200809,201309
513871953,200808,201402
513872201,200809,201404
513872221,200809,201409
513872259,200809,201112
513872283,200809,201505
513872329,200809,201407
513873015,200809,201512
513874807,200809,201201
513875001,200809,201603
513875221,200809,201506
513875479,200809,201201
513875669,200809,201410
513875769,200808,201405
513875871,200812,201206
513876063,200809,201211
513876095,200809,201409
513876187,200808,201506
513876189,200808,201506
513876295,200809,201410
513877889,200809,201203
513877985,200808,201609
513878105,200809,201110
513878163,200809,201212
513878471,200809,201203
513878499,200809,201210
513878661,200808,201412
513878895,200809,201302
513879835,200809,201410
513879841,200809,201410
513879933,200810,201508
513881577,200809,201401
513881675,200809,201407
513881727,200809,201801
513882325,200809,201402
513882357,200906,201408
513882391,200809,201310
513882395,200809,201310
513882949,200809,201403
513883259,200809,201805
513883285,200809,201111
513883349,200809,201303
513883547,200809,201112
513883619,200809,201507
513883621,200809,201701
513883645,200809,201601
513886525,200809,201305
513887437,200809,201604
513888327,200812,201606
513889297,200809,201407
513889497,200809,201301
513891589,200808,201507
513891627,200808,201703
513894419,200809,201306
513894511,200809,201309
513895619,200909,201510
513895695,200809,201301
513896237,200808,201510
513897061,200809,201209
513897337,200809,201709
513897431,200809,201607
513897443,200809,201109
513897793,200809,201307
513898253,200809,201212
513898255,200809,201212
513898377,200809,201807
513898567,200809,201208
513900339,200809,201606
513900343,200908,201309
513900893,200809,201302
513900895,200809,201302
513901069,200809,201310
513901099,200809,201202
513901497,200809,201302
513901985,200904,201503
513902321,200810,201810
513902701,200809,201701
513902837,200809,201508
513903179,200809,201703
513903249,200809,201503
513905093,200809,201505
513905299,200809,201304
513905357,200809,201211
513905425,200809,201411
513905465,200809,201405
513905589,200809,201404
513905639,200809,201505
513905653,200809,201311
513905669,200809,201307
513905789,200809,201802
513906681,200809,201507
513906831,200809,201204
513907223,200809,201407
513907813,200809,201711
513908245,200809,201205
513908287,200809,201802
513908383,200808,201411
513908403,200809,201203
513908635,200810,201308
513909375,200809,201511
513909377,200809,201512
513909605,200809,201311
513909661,200809,201210
513909663,200809,201201
513909693,200809,201406
513909809,200809,201609
513909879,200809,201312
513909957,200809,201307
513910635,200809,201306
513910649,200809,201305
513911189,200810,201406
513911507,200809,201304
513911711,200812,201202
513912057,200809,201203
513912145,200809,201203
513912231,200809,201608
513912255,201108,201802
513912283,200809,201708
513912333,200809,201612
513912449,200809,201408
513912477,200809,201707
513912513,200809,201710
513912519,200809,201211
513912781,200809,201705
513912849,200809,201601
513912855,200809,201808
513913191,200809,201509
513913311,200809,201509
513913941,200809,201212
513914009,200809,201402
513914013,200809,201311
513914021,200809,201312
513914037,200809,201410
513914057,200809,201312
513914073,200809,201510
513914269,200809,201706
513914339,200809,201408
513914583,200809,201110
513914797,200810,201302
513914807,200809,201801
513914809,200809,201801
513915425,200809,201203
513915851,200809,201410
513915895,200809,201206
513916211,200809,201509
513916235,200809,201410
513916247,200809,201203
513916981,200809,201204
513916983,200809,201204
513917299,200809,201411
513918281,200809,201302
513918401,200809,201508
513918473,200809,201512
513918481,200809,201308
513918525,200809,201505
513918981,200809,201504
513919107,201104,201502
513919111,201104,201502
513919133,200809,201402
513919139,200809,201205
513919345,200809,201312
513919545,200809,201202
513919575,200906,201608
513920867,200809,201208
513920895,200809,201406
513920941,200809,201312
513921491,200809,201507
513921597,200809,201502
513921739,200809,201408
513921981,200809,201403
513922005,200809,201310
513922283,200809,201512
513922347,200809,201406
513922569,200809,201608
513922769,201110,201608
513922909,200809,201507
513922993,200809,201312
513923149,200809,201401
513923153,200809,201805
513923227,200809,201703
513923631,200809,201406
513924857,200809,201505
513924877,200809,201507
513924879,200809,201707
513924969,200809,201403
513925045,200809,201312
513925235,200809,201511
513925253,200809,201710
513926263,200809,201308
513926491,200809,201706
513926525,200809,201406
513926533,200809,201710
513926639,200809,201701
513926717,200809,201409
513927177,200809,201207
513927541,200809,201207
513928467,200810,201301
513928579,200811,201702
513930605,200809,201204
513930675,200809,201602
513930691,200809,201501
513930713,200809,201602
513930729,200809,201612
513931325,200809,201809
513931331,201101,201502
513932169,200809,201501
513932221,200809,201407
513932329,200809,201301
513932537,200809,201703
513933081,200809,201402
513933181,201011,201408
513934373,200809,201402
513934383,200809,201312
513934411,200809,201303
513934437,200809,201402
513934445,200809,201312
513934537,200809,201808
513936299,200809,201602
513936337,200809,201507
513936661,200809,201408
513937087,200809,201711
513937233,200809,201405
513937413,200809,201609
513937933,200809,201403
513938465,200809,201506
513938943,200809,201406
513939017,200810,201606
513939019,200810,201606
513939451,200811,201203
513939463,200910,201504
513939533,200809,201403
513939645,200811,201407
513939673,200811,201408
513939879,200810,201310
513939999,200809,201608
513940023,200809,201711
513940349,200809,201801
513941581,200809,201704
513942723,200809,201407
513942829,200807,201507
513943205,200809,201109
513943243,200809,201410
513943305,200809,201601
513943341,200808,201404
513943401,200809,201605
513943829,200809,201207
513943895,200809,201411
513944437,200809,201609
513944587,200809,201310
513944857,200809,201311
513944951,200809,201804
513945147,200810,201505
513945185,200810,201408
513945269,200809,201404
513946383,200809,201505
513946461,200809,201804
513946633,200809,201806
513946751,200809,201311
513946863,201106,201702
513946945,200809,201208
513946947,200809,201805
513947439,200809,201410
513947505,200809,201604
513947563,200809,201311
513947573,200809,201211
513947643,200810,201405
513947645,200810,201405
513947883,200809,201701
513947907,200810,201603
513947921,201407,201804
513948355,200809,201109
513948921,200810,201603
513948983,200810,201504
513950495,200910,201310
513950617,200810,201205
513950871,200810,201305
513951027,200809,201412
513951069,200810,201206
513951131,200810,201607
513951203,200905,201205
513952307,200810,201502
513952407,200809,201709
513952431,200809,201202
513952435,200809,201512
513952499,200809,201609
513952957,200810,201201
513952989,200809,201511
513953019,200810,201201
513953041,200809,201312
513953089,200809,201504
513953651,200801,201512
513953653,200801,201512
513954195,200810,201203
513954547,200809,201208
513954621,200809,201601
513956937,200809,201808
513957317,200809,201704
513957903,200809,201304
513957919,200810,201311
513958019,200809,201205
513958813,200809,201411
513958917,200809,201501
513959467,200810,201607
513959591,200810,201307
513959667,200809,201408
513959675,200902,201307
513959687,200810,201805
513960101,200810,201401
513960145,200810,201507
513960549,200809,201408
513960755,200810,201605
513960787,200810,201503
513960799,200810,201303
513960843,200809,201412
513961891,200810,201311
513961937,200810,201512
513962145,200810,201606
513962491,200810,201711
513963283,200809,201612
513963305,200809,201401
513964067,200810,201708
513964289,200810,201212
513964317,200810,201408
513964323,200809,201407
513964385,200810,201212
513964419,200809,201603
513964471,200809,201312
513964795,200810,201205
513965587,200809,201501
513966207,200809,201310
513966217,200809,201710
513967045,200810,201402
513967109,200912,201303
513967231,200810,201708
513967309,200809,201310
513967413,200809,201201
513967415,200809,201201
513967477,200809,201503
513967613,200809,201406
513968339,200809,201411
513968385,200809,201308
513968457,200810,201311
513968743,200810,201411
513968773,200809,201402
513969447,200810,201409
513969515,200810,201306
513969625,200810,201402
513969693,200810,201305
513969697,200810,201604
513969759,200810,201402
513969799,200810,201202
513970793,200810,201405
513971093,200810,201707
513971131,200809,201602
513971207,200810,201512
513972497,200810,201701
513972847,200810,201505
513974189,200809,201401
513974291,200810,201211
513974381,200809,201512
513974721,200810,201506
513975035,200810,201602
513975281,200810,201504
513976865,200810,201407
513977155,200809,201306
513977381,200810,201702
513977701,200810,201406
513977907,200810,201209
513978025,200809,201311
513978035,200810,201111
513978441,200810,201407
513979049,200810,201402
513980399,200810,201212
513980717,200810,201308
513981131,200810,201408
513982271,200810,201402
513982357,200810,201503
513982483,200810,201201
513982531,200810,201110
513982631,200810,201310
513982651,200810,201704
513983071,200810,201110
513983587,200810,201302
513983633,200810,201111
513983929,200810,201806
513984017,200810,201202
513984021,200810,201202
513984071,200810,201609
513984183,200810,201210
513984201,200810,201402
513984273,200810,201411
513984293,200810,201503
513984407,200810,201712
513984507,200810,201212
513984929,200810,201203
513985139,200810,201712
513985719,200811,201405
513985993,200810,201405
513986011,200810,201204
513986015,200810,201209
513986017,200810,201512
513986025,200810,201511
513986035,200810,201402
513986047,200810,201407
513986735,200810,201505
513986743,200810,201401
513986817,200810,201304
513986893,200810,201203
513987153,200810,201406
513987225,200810,201502
513987239,200810,201611
513987271,200810,201501
513987745,200810,201312
513987815,200810,201408
513987833,200810,201504
513987893,200810,201307
513988429,200810,201203
513988645,200810,201206
513989445,200810,201201
513990387,200810,201311
513990495,200810,201201
513990671,200810,201501
513990739,200810,201503
513990831,200810,201210
513992413,200810,201412
513992477,200810,201610
513992545,200810,201701
513992767,200810,201110
513992835,200810,201205
513993005,200810,201512
513993895,200810,201307
513993955,200810,201409
513993989,200810,201402
513994249,200810,201510
513994351,200810,201312
513994399,200912,201408
513994445,200810,201410
513994801,200810,201704
513994837,200810,201401
513994941,200810,201306
513995775,200810,201312
513995905,200810,201409
513995941,200810,201202
513997361,200809,201208
513997931,200810,201708
513998003,200810,201304
513998229,200810,201306
513998431,200810,201605
513998741,200810,201301
513998783,200810,201202
513999243,200810,201403
513999635,201107,201512
513999637,200810,201312
513999667,200810,201212
513999687,200811,201111
514001235,200810,201705
514001417,200810,201409
514001419,200810,201608
514001641,200810,201602
514001911,200810,201212
514002637,200810,201312
514002821,200809,201303
514002843,200810,201402
514003643,200810,201402
514003979,200810,201208
514004111,200810,201504
514004135,200810,201305
514004229,200810,201205
514004341,200810,201405
514004395,200810,201202
514004735,200810,201410
514005455,200810,201802
514005479,200810,201205
514005495,200810,201411
514005527,200810,201510
514005537,200810,201503
514005615,200811,201210
514005699,200810,201311
514005759,200810,201306
514005815,200810,201510
514006045,200810,201609
514006139,200810,201402
514006201,200810,201511
514006597,200810,201501
514006655,200810,201509
514006905,200810,201312
514007025,200810,201501
514007085,200810,201504
514007321,200810,201407
514007883,200810,201610
514007937,200810,201505
514007981,200810,201710
514008009,200810,201804
514008071,200810,201510
514008163,200810,201803
514008211,200810,201111
514008263,200810,201304
514008373,200810,201312
514008621,200810,201201
514009359,200810,201407
514009801,200810,201401
514010061,200810,201407
514010629,200810,201707
514011105,200810,201704
514011169,200810,201504
514011415,200810,201507
514011431,200810,201407
514011545,200810,201202
514012455,200810,201201
514012667,200810,201312
514012687,200810,201511
514012701,200810,201405
514012721,200810,201404
514012739,200810,201512
514012885,200810,201502
514012887,200810,201601
514012963,200810,201603
514013975,200810,201601
514014121,200810,201506
514014437,200810,201601
514014503,200810,201311
514014525,200810,201611
514014531,200810,201701
514016165,200810,201203
514016331,200811,201407
514016595,200810,201310
514016607,200810,201111
514016667,200810,201203
514016709,201106,201501
514016885,200810,201404
514017259,200810,201403
514017315,200810,201211
514017319,200810,201211
514017333,200810,201208
514018267,200809,201203
514018909,200809,201408
514018923,200810,201502
514018965,200809,201202
514018973,200810,201410
514018975,200811,201306
514018981,200811,201304
514018983,200810,201302
514018985,200810,201302
514019753,200810,201210
514019823,200810,201601
514019991,200810,201111
514020325,200810,201311
514020381,200810,201807
514020383,200810,201311
514020551,200810,201409
514020589,200810,201404
514020591,200810,201404
514020707,200809,201502
514020809,200810,201207
514020811,200810,201207
514021723,200810,201609
514022317,200810,201308
514022375,200810,201401
514023205,200810,201602
514023497,200810,201209
514023519,200810,201209
514023543,200810,201508
514023557,200810,201409
514023577,200810,201206
514023611,200810,201410
514023619,200810,201505
514023675,200810,201501
514023951,201103,201410
514023963,200810,201409
514024111,200810,201311
514024171,200810,201504
514024535,200810,201505
514024829,200810,201310
514024839,200810,201805
514024867,200809,201211
514024893,200810,201805
514025167,200810,201311
514025227,200810,201603
514025289,200810,201609
514025323,200810,201301
514026439,200810,201303
514026479,200810,201406
514026985,200810,201201
514027039,200810,201410
514027141,200810,201511
514027187,200810,201311
514027251,200810,201708
514027465,200810,201504
514027523,200810,201306
514028843,200810,201502
514029053,200810,201311
514029055,200810,201311
514029137,200810,201410
514029165,200810,201301
514029167,200810,201208
514029253,200810,201505
514029319,200810,201502
514030861,201108,201501
514031047,200810,201311
514031109,200810,201605
514031159,200810,201401
514031331,200810,201808
514031711,200810,201506
514031835,200810,201402
514031837,200810,201402
514033357,200810,201503
514033491,200810,201304
514033505,200810,201701
514033545,200810,201507
514033549,200810,201503
514033749,200810,201411
514033947,200811,201212
514033949,200811,201405
514036397,200811,201603
514036433,200810,201505
514036505,200811,201708
514036511,200810,201301
514037105,200810,201510
514037845,200811,201706
514037849,200811,201706
514038117,200810,201410
514038217,200810,201408
514038261,200810,201306
514038313,200810,201312
514038319,200810,201408
514039349,201006,201408
514040077,200810,201607
514040305,200809,201401
514040349,200810,201403
514040385,200810,201311
514040441,200810,201510
514040609,201012,201503
514040649,200811,201203
514040785,201207,201509
514041295,200810,201501
514041595,200811,201209
514041761,200810,201805
514041777,200810,201507
514041787,200810,201309
514041833,200810,201201
514041837,200811,201510
514042091,200811,201202
514043459,200811,201712
514043495,200811,201206
514044141,200810,201504
514045407,200810,201311
514045765,200810,201311
514045923,200810,201506
514045935,200810,201209
514046025,200810,201502
514046333,200811,201807
514046863,201004,201310
514046893,200904,201311
514047189,200810,201711
514047703,200810,201507
514047851,200812,201806
514047881,200810,201509
514047905,200810,201311
514047917,200810,201311
514047987,200811,201507
514048069,200810,201311
514048087,200811,201401
514049361,200811,201412
514049849,200811,201312
514049909,200811,201602
514049981,200811,201401
514049985,200810,201110
514050063,200810,201210
514050101,200811,201404
514050383,200810,201402
514050711,200810,201312
514050717,200811,201801
514050821,200810,201312
514050885,200811,201402
514051371,200810,201201
514052095,200810,201405
514052159,200810,201503
514052211,200810,201311
514052247,200810,201212
514052267,200810,201505
514052343,200811,201411
514052485,200810,201401
514052499,200810,201706
514052641,200810,201402
514052667,200810,201502
514052887,200810,201404
514052915,200903,201810
514053069,200810,201403
514053085,200811,201612
514053091,200811,201308
514053115,200810,201705
514053127,201103,201406
514053163,200810,201607
514053607,200811,201510
514053619,200811,201504
514053677,200811,201311
514053713,200811,201303
514054159,200811,201409
514054213,200811,201111
514054375,200811,201608
514054379,200811,201710
514054635,200811,201609
514054637,200811,201609
514054881,200811,201406
514055505,200810,201512
514055735,200810,201505
514055813,200811,201406
514056371,200811,201407
514057131,200811,201210
514057139,200811,201806
514057215,200810,201201
514057279,200810,201502
514057473,200811,201406
514057531,200811,201508
514057551,200810,201210
514057557,200810,201806
514057561,200811,201204
514057563,200811,201204
514058253,200811,201612
514058255,200811,201312
514058267,200811,201403
514058293,200811,201507
514058317,200810,201806
514058547,200811,201312
514058957,200811,201406
514059111,200810,201401
514059333,200811,201412
514059881,200810,201401
514060143,200810,201609
514060145,200810,201609
514060267,200811,201402
514060361,200810,201509
514060497,200811,201301
514060539,200810,201204
514061389,200811,201407
514061413,200811,201401
514061659,200811,201212
514061697,200810,201110
514061705,200811,201504
514061865,200811,201412
514062043,200811,201409
514062113,200811,201302
514062249,200811,201203
514063191,200810,201807
514063321,200811,201803
514063347,200811,201403
514063547,200811,201502
514063563,200811,201408
514063621,200810,201208
514063815,200811,201601
514064081,200811,201111
514064083,200811,201111
514064639,200903,201611
514064679,200903,201608
514066041,200811,201405
514066091,200811,201505
514066177,200811,201309
514066223,200811,201307
514067919,200811,201402
514068021,200811,201708
514068093,201104,201404
514068253,200811,201611
514068337,200811,201604
514068377,200811,201312
514068845,200811,201309
514069509,200811,201206
514069735,200811,201501
514069821,200811,201306
514070325,200810,201401
514070583,200811,201701
514070701,200811,201401
514071045,200811,201407
514071123,200811,201803
514071403,200811,201303
514071419,200811,201701
514071435,200811,201207
514071621,200912,201402
514072589,200811,201710
514072629,200811,201804
514072997,200811,201702
514073169,200811,201707
514073431,200811,201304
514074187,200811,201708
514074279,200811,201801
514074301,200810,201302
514074835,200811,201402
514074881,200811,201311
514075433,200811,201502
514076519,200811,201705
514076691,200811,201808
514076739,200811,201504
514076765,200811,201512
514076881,200811,201704
514076901,200811,201211
514077443,200811,201208
514077603,200811,201412
514077703,200810,201402
514077883,200811,201604
514077887,200811,201604
514079183,200811,201204
514079339,200811,201205
514079479,200811,201510
514079519,200811,201612
514079537,200811,201204
514079557,200811,201511
514079577,200811,201204
514079731,200811,201210
514079867,200811,201412
514080025,200811,201804
514080773,200811,201203
514080887,200811,201403
514081037,200811,201607
514081117,200812,201307
514081155,200811,201509
514081437,200811,201707
514081455,200811,201211
514081461,200811,201205
514081471,200811,201503
514081495,200811,201602
514082961,200811,201610
514082999,200811,201401
514083265,200811,201402
514083421,201105,201605
514083479,200811,201609
514083635,200811,201506
514083951,200812,201203
514084293,200811,201804
514084747,200811,201506
514084925,200811,201311
514084927,200811,201312
514085149,200811,201201
514085575,200810,201401
514085767,200811,201701
514086261,200810,201211
514086419,200810,201606
514086513,200810,201601
514086573,200810,201501
514086613,200810,201402
514087385,200811,201203
514087391,200811,201203
514087503,200810,201405
514087549,200811,201201
514087665,200811,201408
514087721,200811,201309
514087839,200810,201408
514087905,200811,201208
514088203,200811,201202
514088519,200811,201509
514088555,200811,201111
514088563,200811,201308
514088567,200811,201402
514088735,200811,201201
514088861,200811,201411
514088913,200811,201409
514090035,200811,201402
514090141,200811,201409
514090335,200811,201504
514090641,200811,201412
514090643,200811,201412
514090753,200811,201509
514090823,200810,201402
514091149,200906,201405
514091555,200811,201402
514091627,200906,201701
514092003,200811,201603
514092595,200811,201705
514092831,200811,201310
514092939,200811,201701
514093007,200811,201307
514093025,200811,201407
514093031,200811,201408
514093153,200811,201205
514093211,200811,201409
514093377,201007,201401
514093583,200811,201807
514093641,200811,201403
514093693,200811,201211
514094107,200811,201510
514095109,200811,201402
514095487,200811,201405
514095767,200811,201205
514095851,200811,201404
514095877,200811,201301
514095911,201211,201705
514095933,200811,201403
514095989,200811,201409
514096091,200811,201208
514096109,200811,201306
514096117,200811,201311
514097609,200811,201608
514099049,200811,201207
514099079,200811,201702
514099147,200811,201409
514099159,200811,201307
514099441,200811,201406
514100173,200811,201403
514100389,200811,201209
514100805,200811,201801
514100839,200811,201206
514100997,201205,201805
514101029,200811,201305
514101053,200811,201202
514101259,200811,201301
514101303,200811,201203
514101333,200811,201405
