"PERS_ID","YM_start","YM_end"
513112329,200908,200909
513112767,201106,201107
513112767,201606,201607
513114391,201110,201202
513115035,201007,201009
513115649,201106,201208
513115649,201209,201410
513117003,201202,201306
513117403,201006,201106
513120307,201309,201402
513120449,201508,201510
513120449,201602,201609
513120449,201610,201707
513120449,201401,201410
513120671,201011,201202
513121305,201412,201507
513121305,201603,201807
513122221,201002,201108
513122739,201107,201110
513122739,201201,201307
513122739,201308,201310
513122741,201303,201307
513122741,201307,201602
513123749,201609,201702
513123789,201109,201404
513123789,201307,201405
513123789,201312,201404
513123883,201108,201108
513123883,201111,201610
513123883,200907,201105
513123967,200902,201004
513123967,201005,201005
513123967,201012,201305
513124005,201108,201304
513124005,200910,200911
513124005,201007,201011
513124005,201012,201108
513124187,200906,201408
513124277,200906,200910
513126933,201201,201406
513127613,201108,201110
513127613,201111,201212
513127613,201211,201305
513128693,201702,201712
513128693,201712,201801
513128719,201110,201202
513128719,201209,201304
513128739,201508,201707
513128739,201708,201711
513128815,200909,201208
513128815,201209,201401
513129323,201108,201401
513130131,201011,201304
513130191,201208,201308
513130199,201008,201412
513130199,201504,201707
513130205,200812,200903
513130205,201008,201111
513130495,201308,201310
513130571,190001,190001
513130571,201801,201803
513130571,201110,201208
513130571,201303,201712
513130575,201208,201403
513130577,201309,201403
513130579,201712,201806
513132917,200809,200903
513136333,200901,201104
513136333,201208,201209
513136467,201203,201311
513136467,201506,201804
513136483,201102,201208
513136483,201304,201409
513136483,201412,201611
513136483,201701,201701
513136483,201701,201804
513136731,201108,201309
513136807,200910,201001
513136807,201010,201011
513136807,201012,201105
513136807,201106,201111
513136807,201108,201312
513136985,201009,201111
513136985,201111,201304
513136985,200812,200904
513136985,200812,200912
513136985,201003,201005
513136985,201008,201008
513137311,201109,201206
513137311,201301,201406
513137327,201202,201403
513139391,190001,200903
513139391,201108,201207
513139391,201208,201309
513139391,201311,201401
513139391,201403,201504
513139509,200808,200809
513139675,200910,200910
513139723,201108,201207
513139723,201303,201407
513139723,201412,201506
513139723,201512,201602
513141311,201003,201004
513141311,201005,201006
513141311,201010,201106
513141311,201107,201308
513141613,190001,200810
513141639,200812,200901
513141797,200809,200901
513143999,200910,200910
513143999,201001,201003
513143999,200910,201003
513143999,201109,201311
513144013,201205,201404
513144029,201106,201303
513144083,201203,201404
513144153,201703,201801
513144277,201008,201104
513144291,200909,200911
513144291,201106,201204
513144291,201206,201407
513144293,201104,201109
513144293,201111,201112
513144395,201103,201105
513144395,201106,201202
513144395,201304,201504
513146281,200909,200910
513146281,201007,201108
513146669,201008,201011
513146669,201106,201307
513146669,201406,201603
513146703,201108,201112
513146703,201408,201507
513147317,200811,201002
513148483,201109,201205
513148947,200909,200909
513148947,201102,201202
513148947,200910,201307
513149461,201512,201606
513149461,201708,201809
513149603,200904,200904
513149603,200905,200909
513150519,201005,201010
513150653,200906,201007
513150653,201103,201109
513150653,201205,201210
513150653,201406,201406
513150653,201407,201410
513150845,201001,201001
513150845,201001,201301
513150875,200909,200912
513151081,200812,200812
513151081,200812,200904
513151081,201104,201105
513152519,201308,201308
513152519,200905,201308
513152881,200807,201305
513152881,201305,201401
513153023,200910,201006
513153023,201001,201309
513153799,201009,201710
513155339,201107,201602
513155469,200910,201010
513155469,201011,201305
513155547,201103,201201
513155547,201202,201205
513155547,201212,201310
513155547,201310,201704
513155683,200904,201003
513155861,201007,201008
513155861,201107,201108
513155861,201204,201205
513155861,201204,201403
513155925,200904,200906
513155925,201005,201010
513155997,200902,200911
513156045,201411,201607
513156317,201412,201510
513158319,201508,201607
513159957,201010,201105
513159957,201105,201302
513159957,201303,201411
513160601,201207,201307
513162213,201012,201210
513162213,201302,201308
513162213,201506,201803
513162213,201504,201803
513163601,201001,201003
513163601,201110,201110
513163601,201302,201307
513163601,201312,201402
513163635,201312,201312
513163641,200902,201103
513163641,201106,201107
513163641,201107,201108
513163641,201204,201405
513163673,201503,201512
513163673,201512,201703
513163673,200901,201209
513163673,201209,201301
513163673,201302,201408
513166835,201112,201304
513169309,201203,201412
513169309,201501,201503
513169309,201606,201611
513169309,201701,201704
513169309,201804,201805
513169339,201109,201203
513171439,201409,201503
513171439,200907,201006
513171439,201307,201401
513171439,201405,201408
513173961,201712,201712
513175373,201201,201304
513175373,201503,201604
513175373,201605,201703
513175373,201707,201712
513175661,201007,201105
513175661,201105,201303
513175895,201104,201311
513176267,201207,201503
513176483,201207,201304
513176483,200907,200909
513176569,200902,200904
513176569,201508,201511
513177329,201008,201201
513178217,201101,201303
513178251,201003,201203
513178251,201212,201303
513182459,200904,200908
513182701,201209,201209
513182701,201401,201402
513183051,201107,201205
513184905,201108,201407
513184905,201504,201505
513184905,201510,201510
513184905,201511,201511
513184905,201704,201704
513184905,201704,201710
513184909,201208,201307
513184909,201604,201606
513184909,201608,201608
513184911,201308,201407
513184911,201408,201512
513184915,201608,201707
513184915,201808,201809
513188019,201204,201303
513188861,201003,201009
513188861,201108,201108
513188861,201206,201508
513189239,200904,201008
513189239,201010,201212
513189239,201306,201608
513189239,201707,201804
513189293,200810,200812
513189293,200902,201306
513189293,201307,201312
513189369,201006,201103
513189497,201108,201211
513189497,201409,201507
513191341,201505,201705
513191341,200901,201002
513191341,201104,201106
513191341,201109,201210
513191341,201306,201311
513191341,201402,201407
513191413,200903,201011
513191413,201103,201310
513191429,201412,201611
513191429,201611,201708
513191429,200808,201104
513191429,201104,201112
513191429,201307,201308
513191429,201403,201409
513194095,201005,201104
513194095,201108,201201
513194095,201311,201408
513194095,201408,201503
513194099,201012,201103
513194099,201108,201506
513198539,200911,201005
513198613,201404,201408
513198613,201408,201508
513198675,201508,201707
513205241,200908,201108
513205241,201205,201211
513205241,201312,201506
513206691,201111,201304
513207291,201109,201502
513207367,200909,201704
513207405,200812,200902
513207405,200905,200907
513207405,200911,200911
513207523,201109,201111
513207523,201204,201205
513207523,201206,201302
513207523,201303,201310
513207523,201308,201311
513207845,201205,201209
513207927,200903,201108
513207927,201211,201212
513207927,201402,201407
513208067,200904,200904
513208067,200905,200907
513208067,200910,201001
513208067,201205,201206
513208121,200901,200907
513208121,200907,201306
513208149,200812,200907
513208175,201205,201205
513208175,201304,201304
513208175,201407,201508
513208175,201705,201805
513210661,201006,201011
513210661,201012,201109
513210661,201305,201308
513210661,201404,201405
513210661,201406,201408
513210661,201604,201606
513210661,201408,201606
513211405,201011,201207
513211405,201209,201305
513212235,200911,201403
513212239,201108,201209
513214017,201507,201508
513214017,201701,201808
513214373,200811,200812
513214793,200809,201103
513219659,201211,201303
513219659,201208,201210
513220777,201303,201406
513220841,200911,201307
513220841,201212,201312
513220893,200912,201107
513220893,201002,201106
513220893,201107,201203
513220893,201204,201204
513220893,201107,201403
513220893,201204,201403
513220923,200909,201008
513220923,201008,201204
513220923,201204,201305
513220923,200812,200909
513220923,200909,200912
513224871,201302,201305
513224957,201210,201211
513225073,201012,201103
513225073,201206,201212
513225073,200808,200810
513225073,200812,200904
513225073,200906,200907
513225149,201508,201712
513225187,201507,201712
513225265,200812,201007
513225265,201008,201101
513225689,201201,201301
513226183,201007,201304
513226187,201208,201411
513226187,201408,201701
513226305,201302,201304
513227113,201106,201109
513227113,201109,201212
513227113,201302,201307
513228147,190001,200903
513228147,201208,201308
513232943,201009,201106
513232943,201107,201202
513232943,201205,201401
513232943,201402,201509
513232943,201601,201603
513233329,201111,201207
513233329,201103,201307
513233329,201209,201307
513233351,201203,201307
513233953,200901,201105
513233953,201307,201307
513234281,200911,201205
513234281,201205,201301
513235485,200909,201311
513235755,200808,200808
513236045,201203,201309
513236439,201106,201109
513236439,201110,201401
513236663,200811,201006
513236663,201008,201301
513236663,201305,201309
513239587,201507,201509
513239587,201510,201511
513239587,201407,201408
513239587,201506,201511
513243851,201210,201305
513244873,201103,201107
513244919,201004,201004
513244919,201010,201306
513246877,201201,201207
513246877,201310,201311
513246877,201312,201702
513248171,200901,200912
513248171,201010,201012
513248353,200912,201002
513248353,201105,201109
513248353,201110,201305
513248399,201308,201607
513248403,201308,201407
513248403,201508,201707
513248595,200905,201202
513248595,201210,201301
513248595,201302,201305
513248595,201306,201312
513248595,201404,201410
513248595,201507,201606
513249011,201405,201708
513249395,201205,201210
513249395,201303,201310
513249395,201402,201506
513250011,201202,201210
513250011,201307,201401
513250011,201308,201511
513250011,201312,201406
513250011,201601,201605
513250011,201604,201707
513250011,201708,201805
513250099,201406,201406
513250099,201507,201510
513250133,201207,201212
513250243,201009,201101
513250243,201209,201310
513251411,200903,201101
513251885,200904,201307
513252355,201608,201610
513254741,201208,201305
513254741,201007,201009
513255149,201403,201704
513255153,201308,201407
513255153,201408,201611
513258731,200905,201001
513258731,201002,201009
513258837,201004,201008
513261687,201308,201507
513261705,201508,201607
513263701,200911,200911
513263701,200911,201004
513263701,200911,201505
513265235,201108,201408
513265235,201510,201601
513265235,201507,201608
513265235,201603,201608
513265235,201705,201707
513265851,201005,201105
513265851,201106,201203
513265851,200901,200904
513265851,200912,201004
513269149,200905,200910
513269149,201007,201007
513269149,201007,201007
513269149,201009,201010
513269149,201103,201110
513269149,201110,201111
513269149,201203,201203
513269149,201206,201206
513269149,201207,201207
513269149,201208,201209
513269149,201210,201210
513269149,201210,201211
513269149,201307,201310
513269149,201310,201310
513269149,201310,201310
513269149,201311,201312
513269149,201408,201408
513269149,201409,201410
513269149,201506,201506
513269149,201509,201510
513269149,201506,201508
513269149,201709,201709
513269149,201709,201804
513269377,200810,201405
513270013,201702,201712
513270013,201310,201712
513272675,201002,201109
513272675,201110,201205
513273845,201004,201311
513274269,201008,201107
513274269,201112,201508
513274269,201510,201605
513276333,201002,201009
513276361,201002,201509
513276661,200811,200905
513276661,200906,200907
513276661,200908,201001
513276661,201111,201202
513276661,201209,201210
513278941,201102,201502
513278941,201502,201712
513279417,201206,201305
513279417,201010,201108
513279469,201103,201212
513279489,201212,201305
513279509,200811,201009
513279509,201609,201805
513279509,201804,201804
513281759,200904,201008
513281759,201008,201308
513281977,201005,201008
513283477,201211,201212
513284367,201107,201107
513284367,201203,201402
513284913,201208,201406
513286455,200904,200910
513286455,201009,201212
513286455,201401,201504
513286587,201208,201208
513286881,201208,201502
513286881,201504,201505
513286881,201604,201702
513286903,201010,201103
513286903,201106,201112
513286903,201508,201607
513287261,201702,201703
513287261,201801,201805
513287347,201209,201502
513289049,201012,201104
513289049,201107,201304
513289557,201206,201307
513289587,201009,201108
513289587,201109,201312
513289603,201101,201104
513289603,201104,201305
513290159,201308,201607
513290159,201701,201707
513290159,201803,201807
513290161,201408,201411
513290161,201501,201507
513290161,201608,201712
513290417,201008,201010
513290417,201207,201212
513290417,201309,201312
513291641,201104,201307
513291781,201110,201310
513292161,200810,200902
513292161,201001,201105
513292595,201503,201609
513292801,201102,201106
513292801,201207,201212
513293477,201009,201110
513293533,201205,201207
513293533,201401,201403
513293533,201403,201403
513293533,201404,201410
513293533,201503,201605
513293677,200811,200812
513293677,200812,200904
513293677,200904,200907
513293677,200908,201009
513293677,201012,201203
513293677,201311,201401
513293677,201401,201408
513293743,201302,201312
513294449,201004,201007
513294451,201508,201601
513297511,200901,200912
513297511,201001,201012
513297511,201101,201112
513297511,201201,201212
513297511,201301,201312
513297511,201401,201412
513297511,201501,201512
513297987,201003,201011
513297987,201012,201412
513297987,201507,201609
513298621,201006,201109
513298621,201209,201211
513298621,201310,201403
513298621,201409,201505
513299303,200908,201306
513299303,201209,201608
513299303,201610,201803
513299303,201608,201803
513299361,201408,201410
513299361,201801,201807
513299981,201705,201705
513299981,201612,201702
513300065,201508,201607
513300373,201106,201305
513300659,200812,200902
513300659,200906,200911
513300887,201402,201412
513300887,201503,201507
513300887,201508,201604
513301737,201604,201609
513301737,201705,201705
513301737,201804,201806
513302065,200902,201311
513302391,200903,200903
513302391,200903,201006
513302391,201105,201212
513302391,201404,201506
513302391,201602,201611
513302661,200905,201004
513302661,201007,201009
513302661,201107,201109
513302661,201112,201112
513302661,201411,201511
513303343,201207,201301
513303343,201405,201407
513303343,201408,201409
513303441,200812,200904
513303441,200909,201111
513303441,201112,201206
513303441,201206,201305
513305275,201104,201610
513305275,201610,201802
513305913,201012,201303
513307239,201206,201305
513308465,200911,201008
513308465,201103,201109
513308465,201202,201206
513308465,201210,201306
513310489,201307,201404
513310831,201604,201607
513310831,201611,201712
513310831,201509,201803
513310831,201805,201805
513310831,201805,201806
513310853,201005,201010
513310853,201104,201301
513310853,201306,201407
513310943,201408,201508
513310985,201408,201607
513310985,201706,201708
513311001,201104,201204
513311133,201205,201307
513311215,201004,201005
513311627,201105,201110
513311627,201111,201112
513311627,201203,201303
513311627,201309,201405
513311677,190001,190001
513311677,201009,201009
513311677,201008,201103
513311677,201105,201108
513311677,201111,201203
513311677,201203,201210
513311677,201211,201311
513311721,201110,201304
513314587,201511,201709
513315837,201009,201103
513315837,201103,201208
513315837,201401,201408
513317301,200905,201004
513317301,200906,201012
513317301,201103,201202
513317301,201204,201312
513317301,201310,201312
513317777,201206,201206
513317777,201305,201310
513317777,201310,201510
513318321,201407,201410
513319169,201301,201305
513319169,200910,201103
513319169,201103,201301
513322865,200811,201401
513323623,201408,201508
513323647,201308,201308
513323647,201612,201703
513325401,201201,201705
513326061,201101,201101
513326061,201102,201310
513326131,201006,201205
513326131,201205,201310
513326243,201305,201305
513326335,201205,201305
513326337,201304,201304
513330791,201008,201012
513330791,201101,201106
513330791,201110,201501
513331303,201108,201110
513331303,201110,201202
513331303,201204,201207
513331369,201206,201306
513331551,200811,201607
513331577,201006,201009
513331577,201105,201109
513331577,201201,201401
513331577,201409,201507
513331579,201006,201010
513331579,201107,201107
513331579,201208,201310
513331601,201407,201512
513331601,201305,201512
513331601,201405,201512
513331657,200811,201506
513332015,201205,201308
513332063,201107,201109
513332109,200904,200904
513332109,200811,200902
513332109,200904,201010
513332109,201011,201011
513332109,201011,201403
513332537,200907,201006
513332537,201008,201106
513332537,201107,201202
513332537,201203,201306
513332755,201203,201306
513332755,200906,201004
513332755,201005,201006
513333071,201208,201306
513333073,201411,201504
513333073,201611,201708
513333073,201606,201708
513333143,201007,201101
513333143,201111,201208
513333143,201212,201303
513333143,200812,200901
513335329,200901,200904
513335329,201003,201105
513335329,201303,201410
513337049,201302,201403
513337049,201407,201407
513337049,201412,201412
513338237,201601,201801
513338237,201604,201801
513340929,201302,201310
513340929,200903,201105
513341349,201210,201311
513341695,201211,201212
513341695,201004,201109
513341695,201208,201209
513341695,201211,201308
513341709,201102,201102
513341709,201106,201306
513341807,201203,201306
513341909,200904,201512
513341999,201009,201010
513345769,201209,201210
513345769,201304,201310
513345813,201004,201010
513345813,201011,201103
513345813,201104,201107
513345813,201301,201409
513345813,201506,201602
513345835,200812,200904
513345835,200906,200911
513345835,200912,201006
513348789,201107,201804
513349207,201206,201309
513349227,201105,201304
513349239,200909,201203
513351865,201507,201507
513351865,201508,201606
513351865,201606,201712
513351865,201007,201204
513351865,201009,201204
513353435,200906,200912
513353435,201012,201106
513353435,201105,201112
513353435,201402,201802
513353503,201311,201603
513353503,201604,201609
513353503,201610,201802
513353503,201608,201802
513355503,201211,201302
513356555,201408,201408
513356555,201606,201702
513356555,200905,200906
513356555,201001,201001
513356555,201006,201009
513356555,201103,201205
513356555,201207,201302
513356555,201406,201408
513356581,200809,200811
513356581,200905,200908
513356581,200909,200910
513356581,200911,201101
513356581,201102,201307
513356849,201408,201707
513356849,201008,201010
513356849,201012,201101
513356849,201103,201103
513356849,201107,201108
513356849,201103,201408
513356849,201407,201408
513358685,201308,201605
513358685,201610,201701
513358687,201304,201607
513358687,201612,201705
513359065,201003,201204
513359335,200902,201106
513359347,200906,201201
513359347,201203,201409
513359393,201006,201107
513359393,201107,201306
513359393,201008,201008
513359643,201109,201109
513359643,201109,201303
513359643,201304,201309
513359643,201405,201507
513359643,201312,201604
513359643,201508,201604
513360883,200908,200910
513360883,200910,201105
513360883,201204,201208
513360883,201212,201304
513360883,201307,201307
513360883,201404,201407
513360883,201508,201508
513360883,201801,201801
513360883,201804,201806
513360883,201607,201704
513361299,201211,201311
513361303,201107,201311
513362919,201005,201303
513362919,201304,201309
513364167,201210,201305
513364221,201204,201212
513364221,201310,201408
513364221,201408,201708
513364387,200911,201410
513364425,200812,200903
513364465,201009,201009
513364515,201203,201303
513364553,201001,201307
513364657,201108,201305
513364827,201008,201008
513364827,200809,201305
513364827,201408,201410
513364827,201410,201510
513365829,201011,201104
513365829,201108,201109
513367563,201701,201705
513368197,201102,201204
513368197,201305,201710
513368197,201712,201712
513369561,201010,201109
513369561,201110,201308
513369637,201111,201209
513370329,201005,201010
513370329,201103,201208
513370329,201301,201407
513372785,201105,201108
513372785,201211,201304
513372785,201505,201508
513374615,201306,201804
513376347,201209,201305
513376347,200905,200912
513377177,201006,201006
513377177,201105,201107
513377177,201109,201111
513377177,201605,201605
513377835,201006,201209
513377835,201209,201308
513378783,201101,201101
513380431,190001,190001
513380431,201411,201807
513380431,200905,201307
513380693,200902,200904
513380693,200906,200908
513382443,201203,201304
513382443,201503,201609
513382443,201711,201802
513382443,201609,201802
513382649,201209,201306
513385337,201103,201104
513385337,201104,201104
513385337,201104,201104
513385435,200812,200904
513385435,200906,200910
513385435,200910,201003
513385435,201103,201112
513385435,201112,201112
513385435,201112,201204
513385435,201612,201612
513385435,201712,201802
513387321,200812,200904
513387321,200906,200910
513387321,200912,201004
513387321,201006,201104
513387321,201111,201204
513387321,201206,201206
513387321,201301,201304
513387321,201305,201403
513389261,200903,201412
513389265,201010,201403
513389529,201004,201404
513389595,201205,201305
513390023,201305,201307
513390397,201010,201305
513390613,201105,201110
513390613,201204,201206
513390613,201207,201209
513390613,201212,201304
513390613,201305,201408
513390613,201305,201408
513390613,201408,201504
513393191,201201,201212
513393191,201301,201501
513393537,200811,201807
513393621,201208,201306
513393623,201201,201306
513393641,201606,201607
513395781,201310,201409
513395781,201504,201604
513395983,201310,201310
513396001,200907,201307
513396025,200908,201309
513396025,201211,201309
513396035,201510,201602
513396035,201602,201612
513396035,201702,201804
513398071,201211,201311
513398639,200910,200910
513398639,200910,201002
513398639,201007,201403
513398719,201007,201010
513398719,201207,201211
513398719,201402,201509
513399601,201112,201212
513399601,201409,201511
513399689,201201,201309
513399699,201006,201309
513400015,200902,201202
513400015,200903,201202
513400015,201507,201703
513400051,201106,201108
513400077,201204,201305
513400099,200908,200908
513400099,200908,201012
513400099,201101,201403
513400135,201407,201606
513400135,201607,201707
513400135,200902,201202
513400135,201310,201407
513400185,201104,201205
513400185,201205,201306
513400457,201006,201406
513402061,201605,201606
513402467,201605,201605
513402999,201110,201210
513402999,201110,201305
513403239,201011,201108
513403239,201110,201305
513403981,201605,201707
513405909,200902,200902
513405909,200906,201407
513405911,201408,201605
513405939,200903,201106
513405967,201209,201510
513406029,201309,201407
513406059,201202,201203
513406059,201211,201305
513406073,201102,201305
513406169,200911,201112
513406169,201201,201305
513406169,200909,200911
513406461,201105,201305
513406461,201310,201403
513406461,201405,201412
513406685,201207,201305
513406777,201207,201305
513406777,201207,201207
513406789,201206,201206
513407833,201510,201611
513408813,201307,201602
513409449,201402,201410
513409449,201411,201504
513410047,201204,201304
513410481,200903,201105
513410487,201103,201105
513411203,200907,200907
513413281,200810,200904
513413601,200811,200903
513413617,201206,201304
513413617,201408,201602
513413647,201209,201309
513413673,201109,201308
513414109,201109,201301
513414109,201309,201310
513414135,200906,200906
513414141,200904,200912
513414141,201003,201012
513414141,201104,201110
513414141,201205,201402
513414141,201309,201402
513414157,201303,201406
513414263,201707,201804
513414375,201110,201406
513414399,201304,201408
513415895,201004,201402
513415895,201207,201402
513416115,201105,201110
513416115,201207,201207
513416115,201301,201307
513416115,201310,201612
513416203,200906,200906
513416203,200907,200908
513416203,201005,201010
513416203,201010,201012
513416203,201102,201102
513416203,201104,201109
513417507,201110,201211
513417507,201211,201305
513417507,201211,201305
513419655,200903,200911
513419655,200911,201006
513419655,201104,201310
513419893,201006,201010
513419893,201103,201108
513419893,201109,201203
513420449,201106,201306
513421121,201001,201005
513421121,201006,201105
513421121,201106,201305
513421121,201308,201407
513421121,201408,201604
513421121,201607,201804
513421213,201104,201206
513421213,201207,201209
513421213,201305,201612
513421525,201007,201007
513421525,201007,201007
513421525,201105,201106
513421525,201107,201109
513421649,201804,201806
513421651,201008,201104
513421651,201105,201108
513421651,201105,201108
513421651,201108,201308
513421651,201401,201408
513421651,201503,201510
513421699,201701,201709
513421787,201110,201111
513421787,201202,201309
513421823,200912,201006
513421841,201001,201005
513421841,201005,201202
513422075,201512,201804
513422075,200905,201412
513422133,201609,201805
513422153,200906,201106
513422153,201311,201510
513422191,201009,201512
513422207,201006,201312
513422207,201403,201411
513422223,200911,201002
513422237,200908,200910
513422237,200912,201004
513422237,201005,201007
513422237,201211,201303
513422237,201308,201310
513422237,201312,201404
513422237,201407,201411
513424397,200901,201301
513424397,201303,201308
513424447,201207,201210
513424447,201405,201502
513424447,201505,201506
513424447,201806,201807
513424515,201106,201310
513424847,201108,201410
513425179,201108,201305
513426555,190001,190001
513426555,201110,201402
513426735,200901,201203
513426735,201211,201302
513426735,201312,201406
513427459,201110,201309
513428041,201008,201411
513428041,201503,201510
513428477,201009,201102
513428477,201106,201403
513428675,201009,201106
513428675,201202,201305
513428919,201005,201305
513429063,201111,201205
513429197,201004,201006
513429197,201104,201104
513429197,201105,201109
513432665,201011,201103
513433111,201107,201305
513434227,201001,201001
513434227,201006,201101
513434269,201401,201412
513434269,201501,201512
513435803,200906,200908
513435803,201407,201409
513435803,201410,201510
513435803,201601,201701
513435803,201703,201802
513436039,200910,200910
513436039,201006,201009
513436263,200911,201005
513436263,201006,201012
513436263,201012,201306
513436267,200909,201306
513436283,200910,201101
513436283,201101,201103
513436283,201209,201505
513436297,201108,201108
513436297,201112,201205
513436297,201212,201406
513436305,201202,201203
513436305,201204,201507
513436325,200907,200910
513436325,201111,201210
513436339,201112,201302
513436339,201307,201307
513436339,201312,201403
513436339,201701,201711
513436359,201009,201708
513436421,201006,201112
513436421,201201,201406
513436471,201206,201209
513436471,201209,201312
513436471,201401,201407
513436523,200909,201504
513436523,201505,201609
513436609,201210,201407
513436609,201808,201808
513436617,200811,200905
513436627,201210,201304
513437687,200906,200906
513437687,200906,200911
513437687,200912,200912
513437687,201001,201003
513437687,201005,201307
513438067,200812,200812
513438067,201207,201401
513438067,201404,201407
513438067,201408,201502
513438067,201510,201511
513438067,201512,201512
513438067,201602,201608
513438067,201609,201707
513438081,201706,201708
513438081,201712,201801
513438211,201802,201807
513438629,201307,201508
513438629,201606,201610
513438629,201611,201702
513438629,201702,201807
513439489,201005,201110
513439489,201205,201206
513439963,200902,201308
513439963,201310,201403
513440469,201209,201311
513440537,200906,200911
513440537,201002,201003
513440537,201003,201009
513440537,201102,201106
513440537,201107,201108
513440537,201109,201307
513440593,200908,201001
513440593,201002,201302
513440593,201304,201505
513440911,201110,201306
513440929,200902,200908
513440929,200902,201309
513440929,200902,201309
513440961,200811,201007
513440997,201009,201102
513440997,201312,201405
513440997,201306,201507
513441011,201111,201204
513441027,201111,201402
513441045,201106,201306
513445011,201506,201603
513445091,200901,201308
513446483,201010,201201
513446483,201405,201407
513446483,201410,201411
513446483,201411,201506
513446483,201607,201608
513446483,201612,201803
513446841,201205,201306
513447837,200911,201009
513447837,201202,201210
513447837,201302,201304
513447837,201305,201310
513447837,200906,200908
513448341,201307,201312
513448341,201401,201408
513448343,201308,201312
513448721,201008,201011
513448721,201206,201212
513448721,201303,201412
513448721,201502,201508
513448777,201306,201510
513448777,201611,201709
513448941,201003,201009
513448941,201109,201112
513448941,201205,201306
513448941,200912,201003
513449141,201010,201011
513449765,200812,200903
513449765,200904,200905
513449765,200912,201005
513449765,201010,201208
513453451,201211,201305
513453473,200908,200912
513453841,201702,201806
513453845,201108,201111
513453845,201308,201407
513453845,201801,201806
513453847,201706,201806
513454531,201410,201612
513454531,201612,201710
513454531,201007,201208
513454531,201209,201410
513454841,201108,201208
513454841,201208,201307
513455149,201205,201306
513455453,200812,200904
513455453,200906,201003
513455453,201006,201301
513455453,201309,201609
513455453,201611,201708
513455893,201004,201006
513455893,201608,201801
513456969,201007,201111
513456969,201112,201205
513456969,201302,201308
513457377,201009,201101
513457377,201103,201305
513457395,201105,201110
513457397,201105,201106
513457399,201210,201407
513457399,201512,201612
513457399,201408,201612
513457401,201309,201508
513457401,201508,201611
513457403,201408,201609
513457419,201606,201606
513457419,201209,201212
513462145,201004,201007
513462145,201008,201505
513463063,201004,201008
513463063,201009,201502
513463125,201008,201309
513463125,201409,201612
513463127,201005,201008
513463127,201607,201710
513463445,200811,201003
513463445,201005,201205
513463445,201202,201205
513463455,200911,200911
513463455,201009,201110
513463455,201204,201204
513463455,201502,201509
513464077,200909,200910
513464109,201009,201010
513464237,201008,201402
513464241,201206,201402
513464241,201210,201402
513464241,201312,201402
513464241,201312,201402
513464339,201302,201308
513464373,201507,201508
513464413,201012,201104
513464413,201106,201111
513464413,201111,201207
513464413,201301,201303
513464413,201304,201311
513464413,201312,201402
513464413,201403,201411
513464413,201503,201511
513464413,201603,201611
513464413,201703,201710
513464413,201801,201801
513464413,201802,201809
513469701,201610,201612
513469701,201501,201601
513469701,201305,201309
513469701,201406,201406
513469701,201407,201501
513469701,201501,201601
513469781,200811,200910
513469781,200911,201108
513469781,201804,201808
513470901,201208,201306
513471099,201309,201505
513471599,201303,201307
513471631,201112,201202
513471631,201203,201306
513471733,201301,201501
513471741,201305,201409
513472887,200912,201105
513472887,201106,201204
513472887,201206,201302
513472887,201312,201401
513472887,201406,201408
513472887,201501,201505
513472887,201711,201803
513473827,200907,201308
513473827,200810,200811
513473827,200812,200907
513473827,200812,200912
513475397,200902,201004
513475397,201012,201102
513475397,201106,201409
513476285,201202,201412
513476285,201501,201505
513476413,201208,201308
513476413,201310,201310
513476413,201312,201504
513476413,201504,201509
513476449,201005,201404
513476473,201603,201803
513476515,201105,201108
513476515,201206,201209
513476515,201211,201301
513476515,201302,201410
513476719,201604,201605
513476719,200903,201411
513476727,201206,201212
513476727,201302,201302
513476833,201309,201310
513476833,201205,201404
513476833,201405,201406
513476833,201505,201602
513476853,200902,200908
513476853,200908,201003
513476853,201102,201409
513476973,201203,201211
513476977,201004,201306
513477093,201105,201306
513477093,201109,201306
513480035,201102,201307
513480405,201208,201604
513482725,201006,201009
513482725,201007,201111
513483109,201004,201312
513483109,201312,201506
513483363,201405,201407
513483363,201501,201502
513483363,201405,201407
513483363,201501,201502
513483363,201505,201507
513483363,201701,201710
513483363,201710,201808
513483463,201008,201009
513483463,201208,201406
513483533,201504,201512
513483533,201205,201212
513483533,201305,201412
513484643,201011,201105
513484643,201211,201306
513484733,200912,201306
513484733,200811,200912
513484839,201004,201606
513485735,200908,200911
513485735,200911,201106
513485735,201211,201512
513485735,201209,201512
513487357,201408,201408
513487357,201409,201409
513491145,201211,201301
513491363,201210,201210
513491363,201308,201311
513491363,201501,201606
513491363,201607,201707
513491363,201709,201710
513491773,200910,201004
513491773,200910,201004
513491773,201407,201410
513491773,201510,201605
513491785,201312,201401
513491785,201311,201406
513491785,201402,201410
513491785,201311,201501
513491785,201401,201501
513491785,201402,201506
513491801,200810,200910
513491801,200911,201510
513493465,200811,200904
513493465,200905,200910
513493465,201005,201110
513493465,201111,201201
513493735,201508,201510
513493735,201607,201610
513493735,201808,201808
513493855,201009,201009
513493855,201009,201306
513493905,201207,201306
513493905,201008,201010
513494155,200812,200901
513494351,201112,201411
513494485,201407,201511
513494497,201006,201201
513494497,201304,201311
513495559,201212,201306
513495671,201409,201504
513496905,201103,201310
513497173,201003,201005
513497173,201006,201010
513499093,200812,200812
513499093,201009,201009
513499093,201010,201012
513499095,201608,201608
513499959,201402,201502
